body_pos_x,body_pos_y,body_pos_z,body_quat_w,body_quat_x,body_quat_y,body_quat_z,joint_pos_00,joint_pos_01,joint_pos_02,joint_pos_03,joint_pos_04,joint_pos_05,joint_pos_06,joint_pos_07,joint_pos_08,joint_pos_09,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15,joint_pos_16,joint_pos_17,joint_pos_18,joint_pos_19,joint_pos_20,joint_vel_00,joint_vel_01,joint_vel_02,joint_vel_03,joint_vel_04,joint_vel_05,joint_vel_06,joint_vel_07,joint_vel_08,joint_vel_09,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20
0.002940,-0.020602,0.767198,0.706819,0.024485,0.044166,-0.705590,0.102410,-0.591860,-0.087711,-0.539952,0.577288,-0.252830,-0.083036,0.351767,0.054489,0.146814,0.353020,-0.161733,-0.061063,-0.073682,0.168193,-0.872453,-0.560086,0.057108,-0.153411,0.797374,-0.663725,0.002815,0.196046,0.055358,0.133029,0.026079,-0.108960,0.013844,-0.607719,-0.092650,-0.405553,-0.512017,0.125343,0.012878,0.133009,0.003544,0.036213,-0.047804,0.119115,-0.007774,-0.021577,-0.028811
0.002995,-0.021267,0.767340,0.706816,0.024001,0.043429,-0.705655,0.102460,-0.587972,-0.086629,-0.537288,0.577764,-0.254957,-0.082751,0.339868,0.052694,0.138879,0.343024,-0.159312,-0.060815,-0.071105,0.168290,-0.871737,-0.560969,0.059443,-0.153564,0.796948,-0.664297,0.002719,0.191672,0.052259,0.131871,0.021829,-0.103155,0.014478,-0.579590,-0.086707,-0.386696,-0.484790,0.116146,0.011802,0.124973,0.005978,0.035775,-0.042237,0.114581,-0.007429,-0.021175,-0.027846
0.003048,-0.021909,0.767461,0.706819,0.023697,0.042960,-0.705691,0.102519,-0.584193,-0.085620,-0.534677,0.578161,-0.256956,-0.082457,0.328584,0.051020,0.131346,0.333628,-0.157088,-0.060590,-0.068683,0.168432,-0.871022,-0.561775,0.061691,-0.153709,0.796527,-0.664839,0.003408,0.182873,0.048835,0.125287,0.020465,-0.096583,0.014512,-0.551019,-0.079657,-0.368716,-0.458142,0.110021,0.012432,0.117634,0.008133,0.035553,-0.038031,0.110265,-0.007034,-0.020868,-0.026117
0.003086,-0.022525,0.767574,0.706829,0.023273,0.042283,-0.705736,0.102596,-0.580657,-0.084676,-0.532277,0.578582,-0.258821,-0.082171,0.317827,0.049508,0.124131,0.324699,-0.154911,-0.060318,-0.066399,0.168615,-0.870315,-0.562490,0.063854,-0.153845,0.796113,-0.665342,0.003976,0.171125,0.045526,0.115281,0.021473,-0.090874,0.012974,-0.523710,-0.071836,-0.352743,-0.433313,0.105737,0.013731,0.110360,0.010313,0.034642,-0.034215,0.105727,-0.006705,-0.020120,-0.025254
0.003122,-0.023118,0.767676,0.706843,0.023009,0.041847,-0.705757,0.102678,-0.577348,-0.083799,-0.530065,0.579020,-0.260591,-0.081938,0.307635,0.048147,0.117236,0.316296,-0.152858,-0.060041,-0.064269,0.168845,-0.869636,-0.563144,0.065920,-0.153977,0.795722,-0.665849,0.003343,0.162153,0.041736,0.108518,0.022283,-0.087379,0.012004,-0.497245,-0.066092,-0.337255,-0.407680,0.096927,0.012729,0.103014,0.012367,0.033072,-0.031415,0.101396,-0.006630,-0.018273,-0.025904
0.003167,-0.023689,0.767754,0.706858,0.022757,0.041426,-0.705774,0.102730,-0.574171,-0.083007,-0.527936,0.579474,-0.262316,-0.081691,0.297938,0.046864,0.110640,0.308391,-0.151034,-0.059809,-0.062279,0.169110,-0.868992,-0.563747,0.067910,-0.154111,0.795382,-0.666378,0.002009,0.156176,0.037518,0.105171,0.022762,-0.084813,0.013337,-0.473785,-0.062835,-0.322243,-0.384916,0.087409,0.011544,0.096259,0.013939,0.031285,-0.028311,0.098141,-0.006675,-0.015496,-0.027287
0.003218,-0.024244,0.767815,0.706886,0.022395,0.040825,-0.705793,0.102758,-0.571101,-0.082298,-0.525859,0.579930,-0.263984,-0.081405,0.288684,0.045633,0.104347,0.300899,-0.149362,-0.059580,-0.060418,0.169402,-0.868385,-0.564276,0.069846,-0.154244,0.795102,-0.666940,0.002891,0.152297,0.033990,0.101781,0.020950,-0.082126,0.014501,-0.454582,-0.060407,-0.310123,-0.366491,0.079755,0.012376,0.090607,0.014728,0.029883,-0.025220,0.096273,-0.006667,-0.012647,-0.028677
0.003268,-0.024783,0.767857,0.706908,0.022160,0.040450,-0.705800,0.102845,-0.568079,-0.081647,-0.523865,0.580312,-0.265601,-0.081111,0.279754,0.044448,0.098236,0.293732,-0.147844,-0.059314,-0.058654,0.169699,-0.867796,-0.564756,0.071761,-0.154377,0.794876,-0.667525,0.008839,0.148980,0.032163,0.094561,0.016928,-0.079666,0.013035,-0.445739,-0.057045,-0.308711,-0.357690,0.074705,0.012353,0.086419,0.014600,0.029132,-0.023006,0.095487,-0.006533,-0.010586,-0.029731
0.003309,-0.025316,0.767888,0.706931,0.021928,0.040092,-0.705804,0.103112,-0.565142,-0.081012,-0.522076,0.580607,-0.267171,-0.080883,0.270854,0.043352,0.091998,0.286591,-0.146373,-0.059085,-0.056962,0.169986,-0.867219,-0.565196,0.073665,-0.154505,0.794679,-0.668130,0.017653,0.142501,0.031565,0.083095,0.016056,-0.078388,0.010146,-0.448866,-0.051574,-0.317777,-0.361732,0.075420,0.010027,0.083552,0.013709,0.028254,-0.021316,0.095013,-0.006312,-0.009511,-0.030783
0.003330,-0.025851,0.767913,0.706965,0.021592,0.039576,-0.705810,0.103551,-0.562379,-0.080384,-0.520541,0.580954,-0.268736,-0.080705,0.261800,0.042385,0.085524,0.279262,-0.144827,-0.058913,-0.055312,0.170247,-0.866666,-0.565608,0.075561,-0.154630,0.794496,-0.668757,0.024707,0.133792,0.031536,0.071299,0.019853,-0.078733,0.007813,-0.455179,-0.045155,-0.327364,-0.369375,0.080065,0.009154,0.081948,0.012361,0.026347,-0.020723,0.094309,-0.006291,-0.008903,-0.031918
0.003327,-0.026386,0.767941,0.706982,0.021373,0.039241,-0.705818,0.104100,-0.559790,-0.079751,-0.519224,0.581401,-0.270320,-0.080571,0.252647,0.041545,0.078904,0.271816,-0.143171,-0.058719,-0.053684,0.170480,-0.866166,-0.566025,0.077437,-0.154757,0.794323,-0.669406,0.028920,0.125772,0.031365,0.062452,0.025408,-0.079355,0.006322,-0.458061,-0.039433,-0.332867,-0.372965,0.084013,0.010160,0.081856,0.010779,0.023183,-0.021489,0.093332,-0.006599,-0.008528,-0.033015
